time =  5.0629E-01  time past bounce =  2.0128E-04  cycle =  5.1050E+03
     Lnue =  1.1087E+53  Lanue =  2.0825E+47  Lmutau =  5.8113E+46
   19 2.56000E+05 1.87240E+06 1.50605E+06 4.35514E+14
   20 3.22540E+05 8.70061E-01 4.90322E-01 1.01199E+10
   21 4.06375E+05 7.24613E-01 3.28793E-09 1.46865E+04


time =  5.0910E-01  time past bounce =  3.0064E-03  cycle =  5.5180E+03
     Lnue =  4.9592E+53  Lanue =  6.1083E+51  Lmutau =  1.7316E+53
    j      g           f           h           hm
    1 4.00000E+03 9.09288E+30 3.13315E+29 3.47605E+30
    2 5.03969E+03 1.73910E+31 4.79762E+29 5.42829E+30
    3 6.34961E+03 3.42428E+31 7.05611E+29 8.20477E+30
    4 8.00000E+03 6.27860E+31 9.46064E+29 1.15903E+31
    5 1.00794E+04 9.20582E+31 1.08461E+30 1.51082E+31
    6 1.26992E+04 8.97423E+31 9.26901E+29 1.77860E+31
    7 1.60000E+04 4.78526E+31 4.81399E+29 1.82944E+31
    8 2.01587E+04 1.26089E+31 1.89254E+29 1.61230E+31
    9 2.53984E+04 2.34907E+30 5.83712E+28 7.86799E+30
   10 3.20000E+04 2.82767E+29 1.32608E+28 2.72980E+30
   11 4.03175E+04 1.96323E+28 2.04952E+27 7.19287E+29
   12 5.07969E+04 6.81409E+26 1.94965E+26 1.34005E+29
   13 6.40000E+04 9.87355E+24 1.00624E+25 1.61307E+28
   14 8.06350E+04 4.75949E+22 2.40361E+23 1.11994E+27
   15 1.01594E+05 5.73367E+19 2.17508E+21 3.88716E+25
   16 1.28000E+05 5.88228E+16 5.79382E+18 5.63245E+23
   17 1.61270E+05 7.31645E+14 3.30588E+15 2.71509E+21
   18 2.03187E+05 1.63641E+11 2.70712E+11 3.27082E+18
   19 2.56000E+05 1.18905E+06 1.92083E+06 6.86729E+14
   20 3.22540E+05 8.35092E-01 6.25362E-01 1.59573E+10
   21 4.06375E+05 7.25062E-01 4.19346E-09 2.31581E+04


time =  5.0929E-01  time past bounce =  3.2008E-03  cycle =  5.5440E+03
     Lnue =  5.3508E+53  Lanue =  6.2670E+51  Lmutau =  1.8343E+53
    j      g           f           h           hm
    1 4.00000E+03 9.72642E+30 3.33584E+29 3.41501E+30
    2 5.03969E+03 1.80481E+31 5.04745E+29 5.28035E+30
    3 6.34961E+03 3.44003E+31 7.30066E+29 7.89600E+30
    4 8.00000E+03 6.27613E+31 9.65387E+29 1.11293E+31
    5 1.00794E+04 9.48413E+31 1.10670E+30 1.47151E+31
    6 1.26992E+04 9.90876E+31 9.69382E+29 1.79463E+31
    7 1.60000E+04 5.97510E+31 5.39544E+29 1.95496E+31
    8 2.01587E+04 1.67432E+31 2.12113E+29 1.88198E+31
    9 2.53984E+04 3.11930E+30 6.54214E+28 1.05334E+31
   10 3.20000E+04 3.75482E+29 1.48625E+28 3.65454E+30
   11 4.03175E+04 2.60695E+28 2.29707E+27 9.62952E+29
   12 5.07969E+04 9.04835E+26 2.18514E+26 1.79400E+29
   13 6.40000E+04 1.31110E+25 1.12778E+25 2.15951E+28
   14 8.06350E+04 6.32007E+22 2.69393E+23 1.49934E+27
   15 1.01594E+05 7.61367E+19 2.43779E+21 5.20398E+25
   16 1.28000E+05 5.31171E+16 6.49362E+18 7.54050E+23
   17 1.61270E+05 6.31462E+14 3.70517E+15 3.63485E+21
   18 2.03187E+05 1.30091E+11 3.03410E+11 4.37884E+18
   19 2.56000E+05 8.21904E+05 2.15283E+06 9.19366E+14
   20 3.22540E+05 8.20032E-01 7.00895E-01 2.13630E+10
   21 4.06375E+05 7.26540E-01 4.69996E-09 3.10031E+04


time =  5.0949E-01  time past bounce =  3.4033E-03  cycle =  5.5710E+03
     Lnue =  5.4146E+53  Lanue =  6.3120E+51  Lmutau =  1.8364E+53
    j      g           f           h           hm
